Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
NG-13640_LAMA_84_lib259816_5981_7_2 - illumina_universal_adapter	(1, 4.3796982300325545e-05)	(2, 4.588255288605533e-05)	(3, 0.00011679195280086811)	(4, 0.000275295317316332)	(5, 0.0004317131112460661)	(6, 0.0005276493581896363)	(7, 0.0006235856051332065)	(8, 0.0007403775579340747)	(9, 0.0008217148107775363)	(10, 0.00123924604204064)	(15, 0.001956265209414541)	(20, 0.0026912202838257184)	(25, 0.003654336780315734)	(30, 0.004897336849410688)	(35, 0.006308016793598316)	(40, 0.008025692728005369)	(45, 0.010010738811502981)	(50, 0.012250641620576772)	(55, 0.014942696132636785)	(60, 0.01805395033242848)	(65, 0.021561880057625982)	(70, 0.026041685675773567)	(75, 0.03184332593115669)	(80, 0.04045965224904073)	(85, 0.053636287209681534)	(90, 0.07408113566159065)	(95, 0.10639997168629374)	(100, 0.1572040540405542)	(105, 0.23716816721037146)	(110, 0.3602681368048379)	(115, 0.5441128523933872)	(120, 0.8084618439334579)	(125, 1.1751185005565032)	(130, 1.6647207945506708)	(135, 2.2966190669244795)	(140, 2.7391320968916886)
NG-13640_LAMA_84_lib259816_5981_7_2 - polya	(1, 0.011795987232887679)	(2, 0.01633210325684997)	(3, 0.0177836603845179)	(4, 0.019385378594358377)	(5, 0.020713887057468253)	(6, 0.02173164550330439)	(7, 0.023247855319129943)	(8, 0.026895518273571343)	(9, 0.03288944813695875)	(10, 0.04108615765299396)	(15, 0.05838262874868538)	(20, 0.07530494848129689)	(25, 0.09024097078805933)	(30, 0.10472525850595271)	(35, 0.11788771158661053)	(40, 0.1327774342263698)	(45, 0.15017860096546484)	(50, 0.16833140734365695)	(55, 0.19010684982926163)	(60, 0.20560639330828825)	(65, 0.22312268354371562)	(70, 0.2523728110085759)	(75, 0.27322476283881947)	(80, 0.2927761528518019)	(85, 0.3202956738446236)	(90, 0.3400001447385987)	(95, 0.36060266232678895)	(100, 0.37715083069632055)	(105, 0.3940806584830406)	(110, 0.4126680977712988)	(115, 0.43353798550857964)	(120, 0.4547686769571917)	(125, 0.47634432178068353)	(130, 0.49867160624327234)	(135, 0.5222577411114078)	(140, 0.5337079407411813)
NG-13640_LP_1_lib241211_5808_7_1 - illumina_universal_adapter	(1, 0.0001434289798957493)	(2, 0.00014613518706359366)	(3, 0.00018402208741341423)	(4, 0.00028956416695934297)	(5, 0.00037616279633036144)	(6, 0.00046005521853353557)	(7, 0.000530416604897488)	(8, 0.0005953655769257519)	(9, 0.0006305462701077281)	(10, 0.0008270169104932261)	(15, 0.0011274059061239467)	(20, 0.0013926142085726905)	(25, 0.0016735185125949317)	(30, 0.00204156268742176)	(35, 0.002649918058753165)	(40, 0.003256649705783863)	(45, 0.003912634323269328)	(50, 0.004602175909636063)	(55, 0.0054032132313179835)	(60, 0.006246467384818276)	(65, 0.0073695433594736705)	(70, 0.008746461566472866)	(75, 0.010950937925398852)	(80, 0.01407281851422407)	(85, 0.018856851545539267)	(90, 0.026676707777742236)	(95, 0.0391745137202809)	(100, 0.0585612406292841)	(105, 0.0894661264860663)	(110, 0.13494014925165523)	(115, 0.20076539116086706)	(120, 0.292142641148865)	(125, 0.4140047736411958)	(130, 0.572436966075474)	(135, 0.7725544912403592)	(140, 0.9140783012899462)
NG-13640_LP_1_lib241211_5808_7_1 - polya	(1, 0.0027440940681941473)	(2, 0.00812403391786867)	(3, 0.011382307347953239)	(4, 0.016296779564758536)	(5, 0.019246545377708854)	(6, 0.022255847748351744)	(7, 0.026147373655711886)	(8, 0.03245554256395701)	(9, 0.04209234628865066)	(10, 0.059632898667750456)	(15, 0.08042631206259912)	(20, 0.10584625723159446)	(25, 0.14308096165396456)	(30, 0.17620764359554694)	(35, 0.19658538356941474)	(40, 0.21268839870095563)	(45, 0.23149004362027084)	(50, 0.24855213857209577)	(55, 0.26542912895364007)	(60, 0.27981749122363486)	(65, 0.2988139830590349)	(70, 0.3176702933631406)	(75, 0.33589659863857213)	(80, 0.3516153323522791)	(85, 0.367022852241684)	(90, 0.3838754867587178)	(95, 0.4069345367944857)	(100, 0.42927806565507554)	(105, 0.45094558396513806)	(110, 0.4705314877216945)	(115, 0.4870485525499156)	(120, 0.502825740338448)	(125, 0.5188448630477858)	(130, 0.5367523771188452)	(135, 0.554466126756687)	(140, 0.5639438054999114)
NG-13640_LP_1_lib241211_5808_7_2 - illumina_universal_adapter	(1, 0.0001515476013992823)	(2, 0.0001515476013992823)	(3, 0.00018943450174910287)	(4, 0.00029768278846287595)	(5, 0.0003869876250017387)	(6, 0.0004735862543727572)	(7, 0.0005439476407367097)	(8, 0.0006061904055971292)	(9, 0.0006521959274504828)	(10, 0.0008751873980808553)	(15, 0.0013352426166143908)	(20, 0.001965788886722119)	(25, 0.0030179622335799934)	(30, 0.004497175071523703)	(35, 0.006550103829050409)	(40, 0.00882494157434035)	(45, 0.01113333628851156)	(50, 0.01377730069149547)	(55, 0.016684308431193846)	(60, 0.01961025962106713)	(65, 0.02278572311181566)	(70, 0.026449927617076884)	(75, 0.03094872641290129)	(80, 0.03644990434369524)	(85, 0.0434476148383071)	(90, 0.05338318383433075)	(95, 0.06794907329453606)	(100, 0.08881393055861583)	(105, 0.12089493405054319)	(110, 0.1665378241434056)	(115, 0.23153875534929202)	(120, 0.3213296266954997)	(125, 0.44013266260529915)	(130, 0.5932228020902528)	(135, 0.7850663694601707)	(140, 0.9193229307812284)
NG-13640_LP_1_lib241211_5808_7_2 - polya	(1, 0.014039802786776367)	(2, 0.01929525710673005)	(3, 0.021357386968627427)	(4, 0.024696846613747325)	(5, 0.027086427542953866)	(6, 0.028934767038591543)	(7, 0.031083495529859936)	(8, 0.03665016367411572)	(9, 0.04416530097921941)	(10, 0.056074236242035155)	(15, 0.07600978196467718)	(20, 0.09518488347315494)	(25, 0.11126191901588452)	(30, 0.12579695771437638)	(35, 0.13968250669258567)	(40, 0.15496824725943753)	(45, 0.17176459266738012)	(50, 0.1893246297380884)	(55, 0.20927370649656965)	(60, 0.22556344992269178)	(65, 0.24303580588116186)	(70, 0.2694175370776091)	(75, 0.2889054761346897)	(80, 0.3058073636221782)	(85, 0.3288723673137154)	(90, 0.34751326352726075)	(95, 0.36682529911843137)	(100, 0.3825932858025931)	(105, 0.398275756340251)	(110, 0.41458119576794666)	(115, 0.4313769999344557)	(120, 0.44879252554240107)	(125, 0.4671351977260499)	(130, 0.48484786488102455)	(135, 0.5044933051952737)	(140, 0.5149776930049361)
NG-13640_L_1236_lib241215_5808_7_1 - illumina_universal_adapter	(1, 8.94044733843803e-05)	(2, 8.94044733843803e-05)	(3, 0.00011569990673272745)	(4, 0.0002471770734744632)	(5, 0.0003549883502026865)	(6, 0.0004365041935825627)	(7, 0.0005022427769534306)	(8, 0.0005706109036591331)	(9, 0.0006310904003603315)	(10, 0.0008698529351633237)	(15, 0.0012101158426909358)	(20, 0.0015445937548819115)	(25, 0.0018895898404122265)	(30, 0.0022719254412971934)	(35, 0.00352148443401065)	(40, 0.004772621152725008)	(45, 0.0057192567532655045)	(50, 0.006928846687289473)	(55, 0.008945180516440733)	(60, 0.012350439135051688)	(65, 0.018125968115682657)	(70, 0.028774040895762347)	(75, 0.04855609540372391)	(80, 0.08400549500929767)	(85, 0.1476556950636398)	(90, 0.25546171270519347)	(95, 0.43417494409656604)	(100, 0.7093124777589938)	(105, 1.1070908607407786)	(110, 1.6531071196805356)	(115, 2.3629449801978297)	(120, 3.2434175890732164)	(125, 4.291835975292495)	(130, 5.5072230005524405)	(135, 6.879140955539759)	(140, 7.776398465430065)
NG-13640_L_1236_lib241215_5808_7_1 - polya	(1, 0.0018433098777191352)	(2, 0.0066211901171138125)	(3, 0.009206031215256337)	(4, 0.01341855963766155)	(5, 0.015346014902095396)	(6, 0.01702103400638511)	(7, 0.019992417974748336)	(8, 0.023818403526932846)	(9, 0.030005718993798933)	(10, 0.03967665347065404)	(15, 0.05039887937277608)	(20, 0.06153499539580111)	(25, 0.07731330722214333)	(30, 0.09093066033591837)	(35, 0.10108543078638307)	(40, 0.11050655864642889)	(45, 0.12115673506117645)	(50, 0.13054104931453459)	(55, 0.14125012749998245)	(60, 0.15023422525777871)	(65, 0.1631836743645058)	(70, 0.17531954276343492)	(75, 0.1855815985819609)	(80, 0.19478394843654848)	(85, 0.20386165793706484)	(90, 0.2134736906432197)	(95, 0.22537132241601285)	(100, 0.23705964253935313)	(105, 0.24911609872957033)	(110, 0.2595248830661801)	(115, 0.2685242321753184)	(120, 0.2780947180967828)	(125, 0.288608158258119)	(130, 0.30182371715033124)	(135, 0.3185754859192293)	(140, 0.33034164052528076)
NG-13640_L_1236_lib241215_5808_7_2 - illumina_universal_adapter	(1, 8.94044733843803e-05)	(2, 8.94044733843803e-05)	(3, 0.00011307036339789274)	(4, 0.0002471770734744632)	(5, 0.0003576178935375212)	(6, 0.0004391337369173974)	(7, 0.0005101314069579347)	(8, 0.0005784995336636373)	(9, 0.0006442381170345051)	(10, 0.0009066665418510096)	(15, 0.0013179271194191592)	(20, 0.0018396285170503666)	(25, 0.0027310437075593347)	(30, 0.003936426372247568)	(35, 0.006121576883495216)	(40, 0.008399813228796014)	(45, 0.010457693842637662)	(50, 0.012837430560663079)	(55, 0.016025488899816687)	(60, 0.020509912103043808)	(65, 0.027445595603003848)	(70, 0.039327976024454966)	(75, 0.06028964367242338)	(80, 0.09676509108724965)	(85, 0.16112684556799806)	(90, 0.2688545028181736)	(95, 0.44566710028712775)	(100, 0.7168718889379766)	(105, 1.106273598672312)	(110, 1.637273061535495)	(115, 2.328638906034242)	(120, 3.186956560496313)	(125, 4.205142035177663)	(130, 5.379902090005745)	(135, 6.7002410265716135)	(140, 7.556863151491384)
NG-13640_L_1236_lib241215_5808_7_2 - polya	(1, 0.03710548599785266)	(2, 0.04500463417569615)	(3, 0.04779983874062545)	(4, 0.05211228980975438)	(5, 0.05544129167165513)	(6, 0.05787361925637724)	(7, 0.060537346654564804)	(8, 0.067232163985054)	(9, 0.07614368634680883)	(10, 0.09161381569430843)	(15, 0.1167617163313337)	(20, 0.14087778416376984)	(25, 0.15992882562464739)	(30, 0.17649284499943818)	(35, 0.19292749084215516)	(40, 0.2111128866372051)	(45, 0.23081026984978498)	(50, 0.2518539792498002)	(55, 0.27581017084747844)	(60, 0.2954575927366965)	(65, 0.31783395469880593)	(70, 0.34762983613448506)	(75, 0.3715213409661263)	(80, 0.3931677416984857)	(85, 0.4228784259301162)	(90, 0.44651118369760967)	(95, 0.47096751443757345)	(100, 0.4940664749080955)	(105, 0.5146668433018575)	(110, 0.5370957961306638)	(115, 0.5629131785007381)	(120, 0.5916540871504814)	(125, 0.6185338050278288)	(130, 0.6422564931773737)	(135, 0.6692392891534465)	(140, 0.6855324655647496)
NG-13640_L_363_lib241210_5808_6_1 - illumina_universal_adapter	(1, 5.175366052959957e-05)	(2, 5.7201414269557416e-05)	(3, 9.533569044926236e-05)	(4, 0.00023970116455814536)	(5, 0.00034593236248732344)	(6, 0.00043037254545667006)	(7, 0.0005093649746860589)	(8, 0.0005720141426955741)	(9, 0.0006264916800951527)	(10, 0.0009054166715809945)	(15, 0.0012431774034583811)	(20, 0.0015340874531721302)	(25, 0.001867489982057551)	(30, 0.0022047059385609416)	(35, 0.0028175782343061993)	(40, 0.003502360879418901)	(45, 0.004113054073668176)	(50, 0.0047384562030153374)	(55, 0.005497328298991465)	(60, 0.006414730028800368)	(65, 0.007637205968046909)	(70, 0.009499792971738499)	(75, 0.01223674445069332)	(80, 0.01625119418166826)	(85, 0.022698610732908374)	(90, 0.03320841724803506)	(95, 0.05022338650404541)	(100, 0.07729436438864394)	(105, 0.1183633455080642)	(110, 0.18021114894243165)	(115, 0.2703093689460986)	(120, 0.3964521067948225)	(125, 0.5646487796391512)	(130, 0.7833325102685392)	(135, 1.0614136447000617)	(140, 1.2596514107680137)
NG-13640_L_363_lib241210_5808_6_1 - polya	(1, 0.0023316386007019596)	(2, 0.007915586184158755)	(3, 0.011135208644473843)	(4, 0.01616620922332492)	(5, 0.01872120572736515)	(6, 0.021281649985145337)	(7, 0.02490168234534733)	(8, 0.030436600145144502)	(9, 0.0395615876595739)	(10, 0.05465840282374509)	(15, 0.07476715142867751)	(20, 0.10155430134342425)	(25, 0.14176253737193115)	(30, 0.1764423929051288)	(35, 0.19657020864815108)	(40, 0.21180485198194318)	(45, 0.22904317914129182)	(50, 0.24430124781616577)	(55, 0.2583771539294689)	(60, 0.2708508756678504)	(65, 0.2887963212626455)	(70, 0.30627707346342226)	(75, 0.3229161477113755)	(80, 0.3372241281340008)	(85, 0.3513043924502959)	(90, 0.366413737448069)	(95, 0.3900384663167702)	(100, 0.411510787682814)	(105, 0.430245612794529)	(110, 0.4475133578240734)	(115, 0.4641295515063189)	(120, 0.47867505399200627)	(125, 0.4939859658781579)	(130, 0.5106457415903229)	(135, 0.5270086147236603)	(140, 0.5360262814894126)
NG-13640_L_363_lib241210_5808_6_2 - illumina_universal_adapter	(1, 5.7201414269557416e-05)	(2, 6.809692174947311e-05)	(3, 0.00010623119792917806)	(4, 0.00026149217951797676)	(5, 0.00037044725431713374)	(6, 0.00045761131415645933)	(7, 0.0005338798665158692)	(8, 0.0005992529113953634)	(9, 0.0006564543256649208)	(10, 0.0009261181357928343)	(15, 0.0013428712968996098)	(20, 0.0018805645910334498)	(25, 0.002747846986434739)	(30, 0.003945263258477475)	(35, 0.005583947583456796)	(40, 0.007430736101302507)	(45, 0.009310211141587964)	(50, 0.011201126464727333)	(55, 0.013404198077166288)	(60, 0.0158322619190655)	(65, 0.018499482150148863)	(70, 0.02190814166524049)	(75, 0.026113262777113955)	(80, 0.03160895674998343)	(85, 0.03954361007223205)	(90, 0.051493802676203584)	(95, 0.06986526261346343)	(100, 0.0980454031595174)	(105, 0.14009552472750403)	(110, 0.20209259661434636)	(115, 0.28999918528842816)	(120, 0.4112269597129622)	(125, 0.571764635574284)	(130, 0.777659219523747)	(135, 1.0363234700753117)	(140, 1.2202995616274281)
NG-13640_L_363_lib241210_5808_6_2 - polya	(1, 0.015945575196856625)	(2, 0.021178142664086137)	(3, 0.023212878685960395)	(4, 0.026511493575504873)	(5, 0.02856529673546898)	(6, 0.030349436085305177)	(7, 0.0322207394949807)	(8, 0.03741789656290049)	(9, 0.04437195421195668)	(10, 0.055884147415235605)	(15, 0.07577444109519571)	(20, 0.09435237089919998)	(25, 0.10918987298534914)	(30, 0.12204875091314568)	(35, 0.13479322601240304)	(40, 0.14850304307438097)	(45, 0.1633884853934418)	(50, 0.17979711965819484)	(55, 0.19833201220765342)	(60, 0.21349365564133013)	(65, 0.22947845466511446)	(70, 0.2537296752139108)	(75, 0.27184509072539265)	(80, 0.28836050096344884)	(85, 0.3103781424788625)	(90, 0.3279324393551287)	(95, 0.34575149706315683)	(100, 0.36007091776863603)	(105, 0.374414308590571)	(110, 0.3889064230896069)	(115, 0.4042908796512479)	(120, 0.4197532390913702)	(125, 0.4362539403943286)	(130, 0.45346938698796935)	(135, 0.4729652632971565)	(140, 0.4834799727906492)
NG-13640_L_428_lib241214_5808_7_1 - illumina_universal_adapter	(1, 0.0001097633529551126)	(2, 0.00011475259627125408)	(3, 0.00020206435430373003)	(4, 0.0005313544131690678)	(5, 0.0007284295241566564)	(6, 0.0008830960669570423)	(7, 0.001030278744783216)	(8, 0.0011599990710028946)	(9, 0.0012547946940095827)	(10, 0.0017666910582456985)	(15, 0.0024492195438938534)	(20, 0.0029780793354048504)	(25, 0.003525399327185571)	(30, 0.004132590238759989)	(35, 0.004966292796887231)	(40, 0.005840408225875218)	(45, 0.006677104329992145)	(50, 0.0077068841504437475)	(55, 0.008969661633759157)	(60, 0.010505350726467504)	(65, 0.012667688779683222)	(70, 0.015636787477119017)	(75, 0.019877644295839277)	(80, 0.026094241467751567)	(85, 0.035539377989539)	(90, 0.05037688868741216)	(95, 0.07307644900286106)	(100, 0.10563575195966875)	(105, 0.15252316387177153)	(110, 0.2184126078777308)	(115, 0.30780837284335905)	(120, 0.4251947906612042)	(125, 0.5758230399215052)	(130, 0.7654402300001255)	(135, 0.9990021762829884)	(140, 1.1617278438119376)
NG-13640_L_428_lib241214_5808_7_1 - polya	(1, 0.0026692451741356926)	(2, 0.00982880933279872)	(3, 0.013673021307885731)	(4, 0.01982974756000432)	(5, 0.022431637949372103)	(6, 0.025243076558017826)	(7, 0.030159975846075257)	(8, 0.03634414293643262)	(9, 0.04725561806883405)	(10, 0.06459423644108893)	(15, 0.08461956233908599)	(20, 0.10290663586573937)	(25, 0.128369738053999)	(30, 0.15130578850263304)	(35, 0.1677588161862728)	(40, 0.18242719153572878)	(45, 0.19846212062947588)	(50, 0.2139033297686021)	(55, 0.23050753152472098)	(60, 0.2449434081356448)	(65, 0.2638361758008777)	(70, 0.28553289820978217)	(75, 0.30256767166408405)	(80, 0.3175568553587679)	(85, 0.3329536602323805)	(90, 0.34961274366497685)	(95, 0.36811036325957147)	(100, 0.3863859615265977)	(105, 0.4051345400599942)	(110, 0.4219413050947483)	(115, 0.43675386957604073)	(120, 0.4521711303472496)	(125, 0.46722617205370653)	(130, 0.4847653580072703)	(135, 0.5031791583141537)	(140, 0.5137224272898239)
NG-13640_L_428_lib241214_5808_7_2 - illumina_universal_adapter	(1, 0.00011225797461318334)	(2, 0.00011724721792932482)	(3, 0.00020455897596180074)	(4, 0.0005463221431174923)	(5, 0.000750881119079293)	(6, 0.0009130315268538912)	(7, 0.0010652034479962063)	(8, 0.0012073968825062386)	(9, 0.0013171602354613513)	(10, 0.0018884285951595511)	(15, 0.0027565569321681685)	(20, 0.003714990573198947)	(25, 0.00515738081589545)	(30, 0.007032837378433032)	(35, 0.00944413867312421)	(40, 0.012094424722658566)	(45, 0.01492132998558433)	(50, 0.01797724151672099)	(55, 0.021404851674910186)	(60, 0.02508292184756969)	(65, 0.029557275253485372)	(70, 0.03477402806484289)	(75, 0.04130045724668758)	(80, 0.049927357864627805)	(85, 0.06150190343374443)	(90, 0.07842292214043826)	(95, 0.10273899729031702)	(100, 0.13657005836840916)	(105, 0.18408910848433546)	(110, 0.2497979418822504)	(115, 0.3386403997641185)	(120, 0.45424116739911663)	(125, 0.6015735225247746)	(130, 0.7860567812310852)	(135, 1.0123663634296047)	(140, 1.1688150639425166)
NG-13640_L_428_lib241214_5808_7_2 - polya	(1, 0.014324117560642195)	(2, 0.020478349191102713)	(3, 0.022636196925333904)	(4, 0.026305785384355962)	(5, 0.028501052443458214)	(6, 0.030327115497165998)	(7, 0.03259971582766844)	(8, 0.03858181856372208)	(9, 0.047006155903026973)	(10, 0.06005252825040532)	(15, 0.08342563641353333)	(20, 0.1056512186139488)	(25, 0.1241263866136207)	(30, 0.14052253692345645)	(35, 0.15634592210059914)	(40, 0.1740148283803826)	(45, 0.19333417634914568)	(50, 0.2141522930100776)	(55, 0.2383715768396232)	(60, 0.2565773257002234)	(65, 0.27683664710974754)	(70, 0.30292190793953006)	(75, 0.3259742077574302)	(80, 0.3465099332466685)	(85, 0.37491020297514066)	(90, 0.39741817634724974)	(95, 0.42122235513289236)	(100, 0.44009666259785557)	(105, 0.45847903067184725)	(110, 0.47813565148878145)	(115, 0.49849825023494965)	(120, 0.5190798767626965)	(125, 0.5404991972432235)	(130, 0.5623540786652497)	(135, 0.5864955302990634)	(140, 0.5996297133288059)
NG-13640_MEC_1_lib227482_5697_4_1 - illumina_universal_adapter	(1, 4.1518481198017086e-05)	(2, 4.370366441896535e-05)	(3, 6.337031340749977e-05)	(4, 0.000155148008687327)	(5, 0.00019885167310629235)	(6, 0.0002425553375252577)	(7, 0.00026877753617663694)	(8, 0.0002928145516070679)	(9, 0.00031466638381655055)	(10, 0.00045233292673629144)	(15, 0.0006533697830635321)	(20, 0.0008579029325442898)	(25, 0.0011668878399863749)	(30, 0.0015584726731803047)	(35, 0.0022524868641534746)	(40, 0.0028525381766258693)	(45, 0.00343073765688878)	(50, 0.004054388948147416)	(55, 0.004837558614535276)	(60, 0.005836624383152823)	(65, 0.007293704554881128)	(70, 0.009556243261850964)	(75, 0.013184084445269278)	(80, 0.019432834383892945)	(85, 0.03059824656965021)	(90, 0.050487784246721346)	(95, 0.08498439768254326)	(100, 0.14417664077158993)	(105, 0.24167339757728298)	(110, 0.3932097354370267)	(115, 0.6187682808331046)	(120, 0.9400819920077798)	(125, 1.373764816989922)	(130, 1.9368568145364855)	(135, 2.640711759626874)	(140, 3.1274407813708236)
NG-13640_MEC_1_lib227482_5697_4_1 - polya	(1, 0.0048030327196442926)	(2, 0.010224472290816945)	(3, 0.013532839687332621)	(4, 0.018298724292220795)	(5, 0.020923129340579664)	(6, 0.02331153460107612)	(7, 0.02703508680957197)	(8, 0.03257671145789678)	(9, 0.04122348146318907)	(10, 0.05599969040324125)	(15, 0.07456413297512934)	(20, 0.0942172338276939)	(25, 0.11849418237578495)	(30, 0.13954274123324703)	(35, 0.15528654930353508)	(40, 0.16974984000634752)	(45, 0.18586862551735034)	(50, 0.2007374862259707)	(55, 0.2170188493686121)	(60, 0.23096905905114581)	(65, 0.24787538459497838)	(70, 0.2663170198698491)	(75, 0.28248256830178026)	(80, 0.2964113631887487)	(85, 0.31069896516059686)	(90, 0.32640125474968695)	(95, 0.34526506742284496)	(100, 0.3631547254161042)	(105, 0.38086082801880383)	(110, 0.3968371395838008)	(115, 0.4099775203646511)	(120, 0.4233171898552519)	(125, 0.43754142151369263)	(130, 0.45391456235161376)	(135, 0.47077805830431574)	(140, 0.4802967164147664)
NG-13640_MEC_1_lib227482_5697_4_2 - illumina_universal_adapter	(1, 4.1518481198017086e-05)	(2, 5.0259214081810155e-05)	(3, 7.211104629129284e-05)	(4, 0.00017044429123396488)	(5, 0.00021414795565293022)	(6, 0.00026877753617663694)	(7, 0.0002993701012699127)	(8, 0.00032777748314224015)	(9, 0.00035618486501456763)	(10, 0.0005379921089974636)	(15, 0.0008596510791210486)	(20, 0.0013076136394154433)	(25, 0.0022655979634791635)	(30, 0.0035618486501456763)	(35, 0.005268039709062084)	(40, 0.007029297385146388)	(45, 0.008898940148989724)	(50, 0.010914553151992407)	(55, 0.013080943797240521)	(60, 0.015513052722155942)	(65, 0.018456494520773255)	(70, 0.022235987419725385)	(75, 0.027382530941702742)	(80, 0.03517008690451818)	(85, 0.047838905146287865)	(90, 0.06930570807223944)	(95, 0.10560946803178559)	(100, 0.1663885911758849)	(105, 0.26597656832402544)	(110, 0.42021554079143797)	(115, 0.6486021503120671)	(120, 0.9711697196189224)	(125, 1.407471705209693)	(130, 1.9762154606389175)	(135, 2.6851754307700846)	(140, 3.1743741465903503)
